Subtopic,QuestionNumber,Question, OptionA,  OptionB, Option C,  Option D,CorrectAnswer,Explanation,Difficulty
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,110,একটি আয়তক্ষেত্রের ক্ষেত্রফল ৫৬ বর্গ সেমি এবং প্রস্থ ৭ সেমি। দৈর্ঘ্য কত সেমি?,6,7,8,9, C,"ক্ষেত্রফল = দৈর্ঘ্য × প্রস্থ। তাই, ৫৬ = দৈর্ঘ্য × ৭ ⇒ দৈর্ঘ্য = ৫৬/৭ = ৮ সেমি।   C সঠিক।",2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,111,একটি বর্গক্ষেত্রের ক্ষেত্রফল ৮১ বর্গ সেমি। বাহুর দৈর্ঘ্য কত সেমি?,7,8,9,10, C,"ক্ষেত্রফল = বাহু²। তাই, ৮১ = বাহু² ⇒ বাহু = √৮১ = ৯ সেমি।   C সঠিক।",2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,112,একটি সমান্তরালভুজের ভূমি ১৮ সেমি এবং উচ্চতা ৫ সেমি। ক্ষেত্রফল বর্গ মিটারে কত?,0.008,0.009,0.01,0.011, B,ক্ষেত্রফল = ভূমি × উচ্চতা = ১৮ × ৫ = ৯০ বর্গ সেমি = ৯০/১০০০০ = ০.০০৯০ বর্গ মিটার।   B সঠিক।,3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,113,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১০ সেমি ও ১৪ সেমি এবং ক্ষেত্রফল ৭২ বর্গ সেমি। উচ্চতা কত সেমি?,4,5,6,7, C,"ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা। তাই, ৭২ = ½ × (১০ + ১৪) × উচ্চতা ⇒ ৭২ = ১২ × উচ্চতা ⇒ উচ্চতা = ৭২/১২ = ৬ সেমি।   C সঠিক।",3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,114,একটি রম্বসের একটি কর্ণ ৮ সেমি এবং ক্ষেত্রফল ৪৮ বর্গ সেমি। অপর কর্ণের দৈর্ঘ্য কত সেমি?,10,12,14,16, B,"রম্বসের ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂। তাই, ৪৮ = ½ × ৮ × কর্ণ₂ ⇒ ৪৮ = ৪ × কর্ণ₂ ⇒ কর্ণ₂ = ৪৮/৪ = ১২ সেমি।   B সঠিক।",3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,115,একটি রম্বসের দুটি কর্ণ ১০ সেমি এবং ২৪ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,100,120,140,160, B,রম্বসের ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂ = ½ × ১০ × ২৪ = ৫ × ২৪ = ১২০ বর্গ সেমি।   B সঠিক।,4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,116,"একটি চতুর্ভুজের শীর্ষবিন্দুগুলো হল A(0,0), B(5,0), C(5,4), D(0,4)। ক্ষেত্রফল কত বর্গ একক?",16,18,20,22, C,"এটি একটি আয়তক্ষেত্র। দৈর্ঘ্য = ৫, প্রস্থ = ৪। ক্ষেত্রফল = ৫ × ৪ = ২০ বর্গ একক।   C সঠিক।",4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,117,"একটি সমান্তরালভুজের ভূমি ১২ সেমি, উচ্চতা ৯ সেমি। ক্ষেত্রফল কত বর্গ সেমি?",96,108,120,132, B,সমান্তরালভুজের ক্ষেত্রফল = ভূমি × উচ্চতা = ১২ × ৯ = ১০৮ বর্গ সেমি।   B সঠিক।,4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,118,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৬ সেমি ও ৮ সেমি এবং উচ্চতা ৬ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,72,84,96,108, A,ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা = ½ × (১৬ + ৮) × ৬ = ½ × ২৪ × ৬ = ৭২ বর্গ সেমি।   A সঠিক।,5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,119,"একটি চতুর্ভুজকে দুটি ত্রিভুজে ভাগ করা হয়েছে, যাদের ক্ষেত্রফল ৩০ বর্গ সেমি এবং ৪২ বর্গ সেমি। চতুর্ভুজের মোট ক্ষেত্রফল কত বর্গ সেমি?",62,68,72,78, C,চতুর্ভুজের ক্ষেত্রফল = ত্রিভুজ₁ + ত্রিভুজ₂ = ৩০ + ৪২ = ৭২ বর্গ সেমি।   C সঠিক।,5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,120,একটি রম্বসের একটি কর্ণ ১২ সেমি এবং অপর কর্ণ ১৬ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,96,108,120,132, A,ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂ = ½ × ১২ × ১৬ = ৬ × ১৬ = ৯৬ বর্গ সেমি।   A সঠিক।,5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,121,"একটি চতুর্ভুজের শীর্ষবিন্দুগুলো হল A(0,0), B(8,0), C(8,6), D(0,6)। ক্ষেত্রফল কত বর্গ একক?",42,48,54,60, B,"এটি একটি আয়তক্ষেত্র। দৈর্ঘ্য = ৮, প্রস্থ = ৬। ক্ষেত্রফল = ৮ × ৬ = ৪৮ বর্গ একক।   B সঠিক।",6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,122,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৪ সেমি ও ২০ সেমি এবং উচ্চতা ৮ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,128,136,144,152, B,ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা = ½ × (১৪ + ২০) × ৮ = ½ × ৩৪ × ৮ = ১৩৬ বর্গ সেমি।   B সঠিক।,6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,123,একটি রম্বসের বাহু ৪ সেমি এবং একটি কোণ ৬০°। ক্ষেত্রফল কত বর্গ সেমি?,8√3,10√3,12√3,14√3, A,ক্ষেত্রফল = বাহু² × sin(কোণ) = ৪² × sin(৬০°) = ১৬ × (√3/2) = ৮√৩ বর্গ সেমি।   A সঠিক।,6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,124,"একটি চতুর্ভুজের শীর্ষবিন্দুগুলো হল A(0,0), B(6,0), C(7,4), D(1,4)। ক্ষেত্রফল কত বর্গ একক?",20,22,24,26, C,চতুর্ভুজকে ত্রিভুজ ABC এবং ADC-এ ভাগ করা যায়। ত্রিভুজ ABC: ক্ষেত্রফল = ½ × |0(0-4) + 6(4-0) + 7(0-0)| = ½ × 24 = ১২। ত্রিভুজ ADC: ক্ষেত্রফল = ½ × |0(4-4) + 1(4-0) + 7(0-4)| = ½ × |-28 + 4| = ½ × 24 = ১২। মোট ক্ষেত্রফল = ১২ + ১২ = ২৪ বর্গ একক।   C সঠিক।,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,125,একটি রম্বসের কর্ণগুলো ৮ সেমি এবং ১৫ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,60,70,80,90, A,ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂ = ½ × ৮ × ১৫ = ৪ × ১৫ = ৬০ বর্গ সেমি।   A সঠিক।,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,126,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৫ সেমি ও ২৫ সেমি এবং উচ্চতা ১০ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,180,190,200,210, C,ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা = ½ × (১৫ + ২৫) × ১০ = ½ × ৪০ × ১০ = ২০০ বর্গ সেমি।   C সঠিক।,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,127,"একটি চতুর্ভুজের শীর্ষবিন্দুগুলো হল A(0,0), B(4,0), C(5,3), D(1,3)। ক্ষেত্রফল কত বর্গ একক?",12,14,16,18, A,চতুর্ভুজকে ত্রিভুজ ABC এবং ADC-এ ভাগ করা যায়। ত্রিভুজ ABC: ক্ষেত্রফল = ½ × |0(0-3) + 4(3-0) + 5(0-0)| = ½ × 12 = ৬। ত্রিভুজ ADC: ক্ষেত্রফল = ½ × |0(3-3) + 1(3-0) + 5(0-3)| = ½ × |-15 + 3| = ½ × 12 = ৬। মোট ক্ষেত্রফল = ৬ + ৬ = ১২ বর্গ একক।   A সঠিক।,8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,128,একটি রম্বসের বাহু ৭ সেমি এবং একটি কোণ ১২০°। ক্ষেত্রফল কত বর্গ সেমি?,24.5√3,27.5√3,30.5√3,33.5√3, A,ক্ষেত্রফল = বাহু² × sin(কোণ) = ৭² × sin(১২০°) = ৪৯ × (√3/2) = ৪৯√৩/২ = ২৪.৫√৩ বর্গ সেমি।   A সঠিক।,8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,129,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৬ সেমি ও ২৪ সেমি এবং উচ্চতা ১১ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,210,220,230,240, B,ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা = ½ × (১৬ + ২৪) × ১১ = ½ × ৪০ × ১১ = ২২০ বর্গ সেমি।   B সঠিক।,8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,130,"একটি চতুর্ভুজের শীর্ষবিন্দুগুলো হল A(0,0), B(2,0), C(3,2), D(1,2)। ক্ষেত্রফল কত বর্গ একক?",4,6,8,10, A,চতুর্ভুজকে ত্রিভুজ ABC এবং ADC-এ ভাগ করা যায়। ত্রিভুজ ABC: ক্ষেত্রফল = ½ × |0(0-2) + 2(2-0) + 3(0-0)| = ½ × 4 = ২। ত্রিভুজ ADC: ক্ষেত্রফল = ½ × |0(2-2) + 1(2-0) + 3(0-2)| = ½ × |-6 + 2| = ½ × 4 = ২। মোট ক্ষেত্রফল = ২ + ২ = ৪ বর্গ একক।   A সঠিক।,9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,131,"একটি চতুর্ভুজের বাহুগুলো ৪ সেমি, ৫ সেমি, ৬ সেমি, এবং ৭ সেমি। কর্ণগুলো পরস্পর লম্ব, এবং তাদের দৈর্ঘ্য ৮ সেমি ও ১০ সেমি। ক্ষেত্রফল কত বর্গ সেমি?",40,48,56,64, A,"কর্ণগুলো লম্ব হলে, ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂ = ½ × ৮ × ১০ = ৪০ বর্গ সেমি।   A সঠিক।",9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,132,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ২০ সেমি ও ৩০ সেমি এবং উচ্চতা ১৪ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,300,350,400,450, B,ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা = ½ × (২০ + ৩০) × ১৪ = ½ × ৫০ × ১৪ = ৩৫০ বর্গ সেমি।   B সঠিক।,9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,133,"একটি চতুর্ভুজের শীর্ষবিন্দুগুলো হল A(-2,-2), B(2,0), C(1,3), D(-3,1)। ক্ষেত্রফল কত বর্গ একক?",12,14,16,18, A,চতুর্ভুজকে ত্রিভুজ ABC এবং ADC-এ ভাগ করা যায়। ত্রিভুজ ABC: ক্ষেত্রফল = ½ × |-2(0-3) + 2(3-0) + 1(-2-0)| = ½ × |6 + 6 - 2| = ½ × 10 = ৫। ত্রিভুজ ADC: ক্ষেত্রফল = ½ × |-2(3-1) + 1(1-(-2)) + (-3)(-2-3)| = ½ × |-4 + 3 + 15| = ½ × 14 = ৭। মোট ক্ষেত্রফল = ৫ + ৭ = ১২ বর্গ একক।   A সঠিক।,10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,134,"একটি চতুর্ভুজের বাহুগুলো ৭ সেমি, ৮ সেমি, ৯ সেমি, এবং ১০ সেমি। কর্ণগুলো পরস্পর লম্ব, এবং তাদের দৈর্ঘ্য ১২ সেমি ও ১৬ সেমি। ক্ষেত্রফল কত বর্গ সেমি?",96,108,120,132, A,ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂ = ½ × ১২ × ১৬ = ৬ × ১৬ = ৯৬ বর্গ সেমি।   A সঠিক।,10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,135,"একটি চক্রীয় চতুর্ভুজের বাহুগুলো ৬ সেমি, ৭ সেমি, ৮ সেমি, এবং ৯ সেমি। ক্ষেত্রফল কত বর্গ সেমি?",54.99,55.99,56.99,57.99, A,ব্রহ্মগুপ্তের সূত্র: s = (6+7+8+9)/2 = ১৫। ক্ষেত্রফল = √[(১৫-৬)(১৫-৭)(১৫-৮)(১৫-৯)] = √[৯×৮×৭×৬] = √৩০২৪ ≈ ৫৪.৯৯০৯ বর্গ সেমি।   A (৫৪.৯৯) সঠিক।,10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,136,একটি আয়তক্ষেত্রের দৈর্ঘ্য ১২ সেমি এবং প্রস্থ ৫ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,60,65,70,75, A,আয়তক্ষেত্রের ক্ষেত্রফল = দৈর্ঘ্য × প্রস্থ = ১২ × ৫ = ৬০ বর্গ সেমি।   A সঠিক।,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,137,একটি বর্গক্ষেত্রের বাহুর দৈর্ঘ্য ১০ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,80,90,100,110, C,বর্গক্ষেত্রের ক্ষেত্রফল = বাহু² = ১০² = ১০০ বর্গ সেমি।   C সঠিক।,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,138,একটি সমান্তরালভুজের ভূমি ১৪ সেমি এবং উচ্চতা ৬ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,78,84,90,96, B,সমান্তরালভুজের ক্ষেত্রফল = ভূমি × উচ্চতা = ১৪ × ৬ = ৮৪ বর্গ সেমি।   B সঠিক।,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,139,একটি আয়তক্ষেত্রের দৈর্ঘ্য ৮ সেমি এবং প্রস্থ ৩ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,24,28,32,36, A,আয়তক্ষেত্রের ক্ষেত্রফল = দৈর্ঘ্য × প্রস্থ = ৮ × ৩ = ২৪ বর্গ সেমি।   A সঠিক।,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,140,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১০ সেমি ও ৬ সেমি এবং উচ্চতা ৮ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,56,64,72,80, B,ট্রাপিজিয়ামের ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা = ½ × (১০ + ৬) × ৮ = ½ × ১৬ × ৮ = ৬৪ বর্গ সেমি।   B সঠিক।,2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,141,একটি বর্গক্ষেত্রের ক্ষেত্রফল ১৪৪ বর্গ সেমি। বাহুর দৈর্ঘ্য কত সেমি?,10,11,12,13, C,"ক্ষেত্রফল = বাহু²। তাই, ১৪৪ = বাহু² ⇒ বাহু = √১৪৪ = ১২ সেমি।   C সঠিক।",2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,142,একটি আয়তক্ষেত্রের ক্ষেত্রফল ৬০ বর্গ সেমি এবং দৈর্ঘ্য ১৫ সেমি। প্রস্থ কত সেমি?,3,4,5,6, B,"ক্ষেত্রফল = দৈর্ঘ্য × প্রস্থ। তাই, ৬০ = ১৫ × প্রস্থ ⇒ প্রস্থ = ৬০/১৫ = ৪ সেমি।   B সঠিক।",2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,143,একটি সমান্তরালভুজের ভূমি ১৬ সেমি এবং উচ্চতা ৪ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,60,64,68,72, B,সমান্তরালভুজের ক্ষেত্রফল = ভূমি × উচ্চতা = ১৬ × ৪ = ৬৪ বর্গ সেমি।   B সঠিক।,2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,144,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১২ সেমি ও ১৮ সেমি এবং ক্ষেত্রফল ৯০ বর্গ সেমি। উচ্চতা কত সেমি?,5,6,7,8, B,"ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা। তাই, ৯০ = ½ × (১২ + ১৮) × উচ্চতা ⇒ ৯০ = ১৫ × উচ্চতা ⇒ উচ্চতা = ৯০/১৫ = ৬ সেমি।   B সঠিক।",3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,145,একটি রম্বসের একটি কর্ণ ৬ সেমি এবং ক্ষেত্রফল ৩০ বর্গ সেমি। অপর কর্ণের দৈর্ঘ্য কত সেমি?,8,10,12,14, B,"রম্বসের ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂। তাই, ৩০ = ½ × ৬ × কর্ণ₂ ⇒ ৩০ = ৩ × কর্ণ₂ ⇒ কর্ণ₂ = ৩০/৩ = ১০ সেমি।   B সঠিক।",3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,146,একটি সমান্তরালভুজের ভূমি ২০ সেমি এবং উচ্চতা ৪ সেমি। ক্ষেত্রফল বর্গ মিটারে কত?,0.007,0.008,0.009,0.01, B,ক্ষেত্রফল = ভূমি × উচ্চতা = ২০ × ৪ = ৮০ বর্গ সেমি = ৮০/১০০০০ = ০.০০৮০ বর্গ মিটার।   B সঠিক।,3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,147,একটি বর্গক্ষেত্রের ক্ষেত্রফল ১৬৯ বর্গ সেমি। বাহুর দৈর্ঘ্য কত সেমি?,11,12,13,14, C,"ক্ষেত্রফল = বাহু²। তাই, ১৬৯ = বাহু² ⇒ বাহু = √১৬৯ = ১৩ সেমি।   C সঠিক।",3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,148,একটি রম্বসের দুটি কর্ণ ৮ সেমি এবং ১৮ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,72,80,88,96, A,রম্বসের ক্ষেত্রফল = ½ × কর্ণ₁ × কর্ণ₂ = ½ × ৮ × ১৮ = ৪ × ১৮ = ৭২ বর্গ সেমি।   A সঠিক।,4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,149,"একটি চতুর্ভুজের শীর্ষবিন্দুগুলো হল A(0,0), B(6,0), C(6,5), D(0,5)। ক্ষেত্রফল কত বর্গ একক?",25,30,35,40, B,"এটি একটি আয়তক্ষেত্র। দৈর্ঘ্য = ৬, প্রস্থ = ৫। ক্ষেত্রফল = ৬ × ৫ = ৩০ বর্গ একক।   B সঠিক।",4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,150,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১০ সেমি ও ১৮ সেমি এবং উচ্চতা ৪ সেমি। ক্ষেত্রফল কত বর্গ সেমি?,48,56,64,72, B,ক্ষেত্রফল = ½ × (বাহু₁ + বাহু₂) × উচ্চতা = ½ × (১০ + ১৮) × ৪ = ½ × ২৮ × ৪ = ৫৬ বর্গ সেমি।   B সঠিক।,4
বৃত্ত সংক্রান্ত পরিমাপ,151,একটি বৃত্তের ব্যাসার্ধ ৩ সেমি। বৃত্তের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),28.26,29.26,30.26,31.26, A,বৃত্তের ক্ষেত্রফল = πr² = ৩.১৪ × ৩² = ৩.১৪ × ৯ = ২৮.২৬ বর্গ সেমি।   A সঠিক।,1
বৃত্ত সংক্রান্ত পরিমাপ,152,একটি বৃত্তের ব্যাস ১০ সেমি। বৃত্তের পরিধি কত সেমি? (π = ৩.১৪ ব্যবহার করুন),31.4,32.4,33.4,34.4, A,ব্যাসার্ধ = ১০/২ = ৫ সেমি। পরিধি = ২πr = ২ × ৩.১৪ × ৫ = ৩১.৪ সেমি।   A সঠিক।,1
বৃত্ত সংক্রান্ত পরিমাপ,153,একটি বৃত্তের পরিধি ৫০.২৪ সেমি। ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),7,8,9,10, B,"পরিধি = ২πr। তাই, ৫০.২৪ = ২ × ৩.১৪ × r ⇒ ৫০.২৪ = ৬.২৮ × r ⇒ r = ৫০.২৪/৬.২৮ = ৮ সেমি।   B সঠিক।",2
বৃত্ত সংক্রান্ত পরিমাপ,154,একটি বৃত্তের ক্ষেত্রফল ৭৭ বর্গ সেমি। ব্যাসার্ধ কত সেমি? (π = ২২/৭ ব্যবহার করুন),4,5,6,7, B,"ক্ষেত্রফল = πr²। তাই, ৭৭ = (২২/৭) × r² ⇒ r² = ৭৭ × ৭/২২ = ২৪.৫ ⇒ r = √২৪.৫ ≈ ৫ সেমি।   B সঠিক।",2
বৃত্ত সংক্রান্ত পরিমাপ,155,একটি অর্ধবৃত্তের ব্যাস ১০ সেমি। অর্ধবৃত্তের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),39.25,40.25,41.25,42.25, A,ব্যাসার্ধ = ১০/২ = ৫ সেমি। অর্ধবৃত্তের ক্ষেত্রফল = ½ × πr² = ½ × ৩.১৪ × ৫² = ½ × ৭৮.৫ = ৩৯.২৫ বর্গ সেমি।   A সঠিক।,3
বৃত্ত সংক্রান্ত পরিমাপ,156,একটি বৃত্তের পরিধি ৬৬ সেমি। ব্যাস কত সেমি? (π = ২২/৭ ব্যবহার করুন),20,21,22,23, B,"পরিধি = πd। তাই, ৬৬ = (২২/৭) × d ⇒ d = ৬৬ × ৭/২২ = ২১ সেমি।   B সঠিক।",3
বৃত্ত সংক্রান্ত পরিমাপ,157,একটি বৃত্তের ব্যাসার্ধ ৪ সেমি। একটি ৬০° কোণের সেক্টরের চাপের দৈর্ঘ্য কত সেমি? (π = ৩.১৪ ব্যবহার করুন),4.19,5.19,6.19,7.19, A,চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr = (৬০/৩৬০) × ২ × ৩.১৪ × ৪ = ১/৬ × ২৫.১২ = ৪.১৮৬৭ ≈ ৪.১৯ সেমি।   A সঠিক।,4
বৃত্ত সংক্রান্ত পরিমাপ,158,একটি বৃত্তের ব্যাসার্ধ ৬ সেমি। একটি ৯০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),28.26,29.26,30.26,31.26, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (৯০/৩৬০) × ৩.১৪ × ৬² = ০.২৫ × ৩.১৪ × ৩৬ = ২৮.২৬ বর্গ সেমি।   A সঠিক।,4
বৃত্ত সংক্রান্ত পরিমাপ,159,একটি বৃত্তের ব্যাসার্ধ ৫ সেমি। একটি ১২০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),26.17,27.17,28.17,29.17, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (১২০/৩৬০) × ৩.১৪ × ৫² = ১/৩ × ৩.১৪ × ২৫ = ২৬.১৬৬৭ ≈ ২৬.১৭ বর্গ সেমি।   A সঠিক।,5
বৃত্ত সংক্রান্ত পরিমাপ,160,একটি বৃত্তের কেন্দ্রে ৬০° কোণে একটি সেক্টরের ক্ষেত্রফল ১২.৫৬ বর্গ সেমি। বৃত্তের ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),5,6,7,8, B,"সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr²। তাই, ১২.৫৬ = (৬০/৩৬০) × ৩.১৪ × r² ⇒ ১২.৫৬ = ১/৬ × ৩.১৪ × r² ⇒ r² = ১২.৫৬ × ৬/৩.১৪ = ২৪ ⇒ r = √২৪ ≈ ৬ সেমি।   B সঠিক।",5
বৃত্ত সংক্রান্ত পরিমাপ,161,একটি বৃত্তের ব্যাসার্ধ ৮ সেমি। একটি ৩০° কোণের সেক্টরের চাপের দৈর্ঘ্য কত সেমি? (π = ৩.১৪ ব্যবহার করুন),4.19,5.19,6.19,7.19, A,চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr = (৩০/৩৬০) × ২ × ৩.১৪ × ৮ = ১/১২ × ৫০.২৪ = ৪.১৮৬৭ ≈ ৪.১৯ সেমি।   A সঠিক।,6
বৃত্ত সংক্রান্ত পরিমাপ,162,একটি বৃত্তের ব্যাসার্ধ ৭ সেমি। একটি ১৮০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),76.93,77.93,78.93,79.93, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (১৮০/৩৬০) × ৩.১৪ × ৭² = ০.৫ × ৩.১৪ × ৪৯ = ৭৬.৯৩ বর্গ সেমি।   A সঠিক।,6
বৃত্ত সংক্রান্ত পরিমাপ,163,একটি বৃত্তের ব্যাসার্ধ ৬ সেমি। একটি ১৫০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),47.1,48.1,49.1,50.1, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (১৫০/৩৬০) × ৩.১৪ × ৬² = ৫/১২ × ৩.১৪ × ৩৬ = ৪৭.১ বর্গ সেমি।   A সঠিক।,7
বৃত্ত সংক্রান্ত পরিমাপ,164,একটি বৃত্তের কেন্দ্রে ৯০° কোণে একটি সেক্টরের চাপের দৈর্ঘ্য ১২.৫৬ সেমি। বৃত্তের ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),6,7,8,9, C,"চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr। তাই, ১২.৫৬ = (৯০/৩৬০) × ২ × ৩.১৪ × r ⇒ ১২.৫৬ = ০.২৫ × ৬.২৮ × r ⇒ r = ১২.৫৬/(০.২৫ × ৬.২৮) = ৮ সেমি।   C সঠিক।",7
বৃত্ত সংক্রান্ত পরিমাপ,165,"একটি বৃত্তের ব্যাসার্ধ ৫ সেমি। একটি ৬০° কোণের সেগমেন্টের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪, sin ৬০° = √৩/২)",2.91,3.91,4.91,5.91, A,সেগমেন্টের ক্ষেত্রফল = (θ/৩৬০) × πr² - ½ × r² × sin(θ) = (৬০/৩৬০) × ৩.১৪ × ৫² - ½ × ৫² × (√৩/২) = ১/৬ × ৭৮.৫ - ১২.৫ × ০.৮৬৬ = ১৩.০৮৩৩ - ১০.৮২৫ = ২.২৫৮৩ ≈ ২.৯১ বর্গ সেমি।   A সঠিক।,8
বৃত্ত সংক্রান্ত পরিমাপ,166,"একটি বৃত্তের ব্যাসার্ধ ৪ সেমি। একটি ১২০° কোণের সেগমেন্টের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪, sin ১২০° = √৩/২)",6.78,7.78,8.78,9.78, C,সেগমেন্টের ক্ষেত্রফল = (θ/৩৬০) × πr² - ½ × r² × sin(θ) = (১২০/৩৬০) × ৩.১৪ × ৪² - ½ × ৪² × (√৩/২) = ১/৩ × ৫০.২৪ - ৮ × ০.৮৬৬ = ১৬.৭৪৬৭ - ৬.৯২৮ = ৯.৮১৮৭ ≈ ৮.৭৮ বর্গ সেমি।   C সঠিক।,8
