Subtopic,Question number ,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
উন্নতি কোণ এবং অবনতি কোণ,173,"একটি বেলুন থেকে ভূমির একটি বিন্দুর অবনতি কোণ 30°। বেলুনের উচ্চতা 150 মিটার হলে, বিন্দুটির দূরত্ব কত?",150√3 মিটার,300 মিটার,450 মিটার,75 মিটার,A,tan 30° = 150/দূরত্ব ⇒ দূরত্ব = 150√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,174,"একটি মইয়ের শীর্ষের উন্নতি কোণ 30°। মইয়ের দৈর্ঘ্য 8 মিটার হলে, মইয়ের পাদবিন্দু থেকে দেয়ালের দূরত্ব কত?",4√3 মিটার,8/√3 মিটার,16 মিটার,4 মিটার,A,cos 30° = দূরত্ব/8 ⇒ দূরত্ব = 4√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,175,"একটি খুঁটির ছায়ার দৈর্ঘ্য খুঁটির উচ্চতার 2 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 1/2 ⇒ θ ≈ 26.56° (নিকটতম 30° ধরা হয়েছে)।,2
উন্নতি কোণ এবং অবনতি কোণ,176,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 45° হলে, টাওয়ারের উচ্চতা ও দূরত্বের অনুপাত কত?",1:1,1:√2,√2:1,2:1,A,tan 45° = 1 ⇒ উচ্চতা:দূরত্ব = 1:1।,1
উন্নতি কোণ এবং অবনতি কোণ,177,"একটি পাহাড়ের শীর্ষ থেকে নিচের একটি বাড়ির অবনতি কোণ 45°। পাহাড়ের উচ্চতা 200 মিটার হলে, বাড়ির দূরত্ব কত?",100 মিটার,200 মিটার,200√2 মিটার,400 মিটার,B,tan 45° = 1 ⇒ দূরত্ব = উচ্চতা = 200 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,178,"একটি উড়ন্ত পাখির উন্নতি কোণ 60°। পাখির উচ্চতা 300 মিটার হলে, পর্যবেক্ষকের থেকে পাখির দূরত্ব কত?",100√3 মিটার,300/√3 মিটার,600 মিটার,150 মিটার,B,tan 60° = 300/দূরত্ব ⇒ দূরত্ব = 300/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,179,"একটি গাছের উচ্চতা 15 মিটার এবং ছায়ার দৈর্ঘ্য 15 মিটার হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,B,tanθ = 15/15 = 1 ⇒ θ = 45°।,1
উন্নতি কোণ এবং অবনতি কোণ,180,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 30° থেকে 45° হলে, দূরত্ব কত গুণ কমবে?",1/√3 গুণ,√3 গুণ,3 গুণ,2 গুণ,B,দূরত্ব ∝ 1/tanθ ⇒ θ বাড়লে দূরত্ব কমে √3 গুণ।,3
উন্নতি কোণ এবং অবনতি কোণ,181,"একটি মিনারের শীর্ষের উন্নতি কোণ 60°। মিনারের উচ্চতা 120 মিটার হলে, পর্যবেক্ষকের থেকে মিনারের দূরত্ব কত?",40√3 মিটার,120/√3 মিটার,240 মিটার,60 মিটার,B,tan 60° = 120/দূরত্ব ⇒ দূরত্ব = 120/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,182,"একটি বেলুন থেকে ভূমির একটি বিন্দুর অবনতি কোণ 60°। বেলুনের উচ্চতা 300 মিটার হলে, বিন্দুটির দূরত্ব কত?",100√3 মিটার,300/√3 মিটার,600 মিটার,150 মিটার,B,tan 60° = 300/দূরত্ব ⇒ দূরত্ব = 300/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,183,"একটি মইয়ের শীর্ষের উন্নতি কোণ 45°। মইয়ের দৈর্ঘ্য 10 মিটার হলে, মইয়ের পাদবিন্দু থেকে দেয়ালের দূরত্ব কত?",5√2 মিটার,10/√2 মিটার,20 মিটার,10 মিটার,B,cos 45° = দূরত্ব/10 ⇒ দূরত্ব = 10/√2 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,184,"একটি খুঁটির ছায়ার দৈর্ঘ্য খুঁটির উচ্চতার √3 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 1/√3 ⇒ θ = 30°।,2
উন্নতি কোণ এবং অবনতি কোণ,185,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 60° হলে, টাওয়ারের উচ্চতা ও দূরত্বের অনুপাত কত?",√3:1,1:√3,2:1,1:2,A,tan 60° = √3 ⇒ উচ্চতা:দূরত্ব = √3:1।,2
উন্নতি কোণ এবং অবনতি কোণ,186,"একটি পাহাড়ের শীর্ষ থেকে নিচের একটি নদীর অবনতি কোণ 30°। পাহাড়ের উচ্চতা 150 মিটার হলে, নদীর দূরত্ব কত?",150√3 মিটার,300 মিটার,450 মিটার,75 মিটার,A,tan 30° = 150/দূরত্ব ⇒ দূরত্ব = 150√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,187,"একটি উড়ন্ত বিমানের উন্নতি কোণ 30°। বিমানের উচ্চতা 500 মিটার হলে, পর্যবেক্ষকের থেকে বিমানের দূরত্ব কত?",500√3 মিটার,1000 মিটার,500/√3 মিটার,250 মিটার,A,tan 30° = 500/দূরত্ব ⇒ দূরত্ব = 500√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,188,"একটি গাছের উচ্চতা 20 মিটার এবং ছায়ার দৈর্ঘ্য 20√3 মিটার হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 20/20√3 = 1/√3 ⇒ θ = 30°।,2
উন্নতি কোণ এবং অবনতি কোণ,189,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 45° থেকে 60° হলে, দূরত্ব কত গুণ কমবে?",1/√3 গুণ,√3 গুণ,3 গুণ,2 গুণ,B,দূরত্ব ∝ 1/tanθ ⇒ θ বাড়লে দূরত্ব কমে √3 গুণ।,3
উন্নতি কোণ এবং অবনতি কোণ,190,"একটি মিনারের শীর্ষের উন্নতি কোণ 45°। মিনারের উচ্চতা 90 মিটার হলে, পর্যবেক্ষকের থেকে মিনারের দূরত্ব কত?",45 মিটার,90 মিটার,90√2 মিটার,180 মিটার,B,tan 45° = 1 ⇒ দূরত্ব = উচ্চতা = 90 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,191,"একটি বেলুন থেকে ভূমির একটি বিন্দুর অবনতি কোণ 45°। বেলুনের উচ্চতা 400 মিটার হলে, বিন্দুটির দূরত্ব কত?",200 মিটার,400 মিটার,400√2 মিটার,800 মিটার,B,tan 45° = 1 ⇒ দূরত্ব = উচ্চতা = 400 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,192,"একটি মইয়ের শীর্ষের উন্নতি কোণ 30°। মইয়ের দৈর্ঘ্য 6 মিটার হলে, মইয়ের পাদবিন্দু থেকে দেয়ালের দূরত্ব কত?",3√3 মিটার,6/√3 মিটার,12 মিটার,3 মিটার,A,cos 30° = দূরত্ব/6 ⇒ দূরত্ব = 3√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,193,"একটি খুঁটির ছায়ার দৈর্ঘ্য খুঁটির উচ্চতার 1 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,B,tanθ = 1 ⇒ θ = 45°।,1
উন্নতি কোণ এবং অবনতি কোণ,194,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 30° হলে, টাওয়ারের উচ্চতা ও দূরত্বের অনুপাত কত?",1:√3,√3:1,2:1,1:2,A,tan 30° = 1/√3 ⇒ উচ্চতা:দূরত্ব = 1:√3।,2
উন্নতি কোণ এবং অবনতি কোণ,195,"একটি পাহাড়ের শীর্ষ থেকে নিচের একটি গাড়ির অবনতি কোণ 60°। পাহাড়ের উচ্চতা 300 মিটার হলে, গাড়ির দূরত্ব কত?",100√3 মিটার,300/√3 মিটার,600 মিটার,150 মিটার,B,tan 60° = 300/দূরত্ব ⇒ দূরত্ব = 300/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,196,"একটি উড়ন্ত পাখির উন্নতি কোণ 45°। পাখির উচ্চতা 200 মিটার হলে, পর্যবেক্ষকের থেকে পাখির দূরত্ব কত?",100 মিটার,200 মিটার,200√2 মিটার,400 মিটার,B,tan 45° = 1 ⇒ দূরত্ব = উচ্চতা = 200 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,197,"একটি গাছের উচ্চতা 25 মিটার এবং ছায়ার দৈর্ঘ্য 25√3 মিটার হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 25/25√3 = 1/√3 ⇒ θ = 30°।,2
উন্নতি কোণ এবং অবনতি কোণ,198,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 60° থেকে 30° হলে, দূরত্ব কত গুণ বাড়বে?",√3 গুণ,3 গুণ,2 গুণ,4 গুণ,B,দূরত্ব ∝ 1/tanθ ⇒ θ কমলে দূরত্ব বাড়ে 3 গুণ।,3
উন্নতি কোণ এবং অবনতি কোণ,199,"একটি মিনারের শীর্ষের উন্নতি কোণ 60°। মিনারের উচ্চতা 150 মিটার হলে, পর্যবেক্ষকের থেকে মিনারের দূরত্ব কত?",50√3 মিটার,150/√3 মিটার,300 মিটার,75 মিটার,B,tan 60° = 150/দূরত্ব ⇒ দূরত্ব = 150/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,200,"একটি বেলুন থেকে ভূমির একটি বিন্দুর অবনতি কোণ 30°। বেলুনের উচ্চতা 600 মিটার হলে, বিন্দুটির দূরত্ব কত?",200√3 মিটার,600√3 মিটার,1200 মিটার,300 মিটার,B,tan 30° = 600/দূরত্ব ⇒ দূরত্ব = 600√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,201,"একটি পাহাড়ের শীর্ষ থেকে 100√3 মিটার নিচে অবস্থিত একটি গাছের অবনতি কোণ 30° হলে, পাহাড়ের উচ্চতা কত?",100 মিটার,200 মিটার,300 মিটার,400 মিটার,B,tan 30° = (পাহাড়ের উচ্চতা - 100√3)/দূরত্ব ⇒ উচ্চতা = 200 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,202,একটি টাওয়ারের পাদদেশ থেকে 50 মিটার দূরে অবস্থিত একটি বিন্দু থেকে টাওয়ারের শীর্ষের উন্নতি কোণ 60°। টাওয়ারের উচ্চতা কত?,50√3 মিটার,75 মিটার,100 মিটার,25√3 মিটার,A,tan 60° = উচ্চতা/50 ⇒ উচ্চতা = 50√3 মিটার।,4
উন্নতি কোণ এবং অবনতি কোণ,203,"দুটি উল্লম্ব স্তম্ভের উচ্চতা যথাক্রমে 20 মিটার ও 40 মিটার। যদি ছোট স্তম্ভের শীর্ষ থেকে বড় স্তম্ভের শীর্ষের উন্নতি কোণ 45° হয়, তবে তাদের পাদদেশের মধ্যে দূরত্ব কত?",20 মিটার,20√2 মিটার,40 মিটার,30 মিটার,A,উচ্চতা পার্থক্য = 20 মিটার tan 45° = 1 = 20/দূরত্ব ⇒ দূরত্ব = 20 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,204,একটি মিনারের শীর্ষের উন্নতি কোণ একটি বিন্দুতে 30° এবং মিনারের দিকে 40 মিটার এগিয়ে গেলে 45° হয়। মিনারের উচ্চতা কত?,20(√3 + 1) মিটার,40(√3 - 1) মিটার,50(√2 + 1) মিটার,30(√3 + 1) মিটার,A,দুটি সমীকরণ সমাধান করে উচ্চতা = 20(√3 + 1) মিটার পাওয়া যায়।,6
উন্নতি কোণ এবং অবনতি কোণ,205,"একটি নদীর এক পাড় থেকে অপর পাড়ের একটি গাছের উন্নতি কোণ 45°। নদীর প্রস্থ 50 মিটার হলে, গাছের উচ্চতা কত?",25 মিটার,50 মিটার,50√2 মিটার,100 মিটার,B,tan 45° = 1 = উচ্চতা/50 ⇒ উচ্চতা = 50 মিটার।,4
উন্নতি কোণ এবং অবনতি কোণ,206,"একটি সিঁড়ি দেয়ালের সাথে 60° কোণ তৈরি করে। সিঁড়ির দৈর্ঘ্য 10 মিটার হলে, দেয়ালে এর শীর্ষবিন্দুর উচ্চতা কত?",5√3 মিটার,8 মিটার,10 মিটার,5 মিটার,A,sin 60° = উচ্চতা/10 ⇒ উচ্চতা = 5√3 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,207,"একটি টাওয়ারের ছায়ার দৈর্ঘ্য টাওয়ারের উচ্চতার 2 গুণ হলে, সূর্যের উন্নতি কোণ কত?",arctan(0.5),30°,45°,60°,A,tanθ = 1/2 ⇒ θ = arctan(0.5)।,6
উন্নতি কোণ এবং অবনতি কোণ,208,"একটি প্লেন 300√3 মিটার উচ্চতায় উড়ছে। যদি মাটিতে অবস্থিত একটি বিন্দু থেকে প্লেনের উন্নতি কোণ 60° হয়, তবে বিন্দু থেকে প্লেনের দূরত্ব কত?",300 মিটার,450 মিটার,600 মিটার,150√3 মিটার,A,tan 60° = 300√3/দূরত্ব ⇒ দূরত্ব = 300 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,209,"একটি বেলুন থেকে দুটি গাড়ির অবনতি কোণ যথাক্রমে 30° ও 45°। যদি বেলুনের উচ্চতা 150 মিটার হয় এবং গাড়ি দুটি একই সরলরেখায় থাকে, তবে গাড়ি দুটির মধ্যে দূরত্ব কত?",150(√3 - 1) মিটার,100(3 - √3) মিটার,50(3√3 - 1) মিটার,75(2√2 - 1) মিটার,A,দূরত্ব = 150/tan30° - 150/tan45° = 150(√3 - 1) মিটার।,7
উন্নতি কোণ এবং অবনতি কোণ,210,"একটি টাওয়ারের শীর্ষ থেকে 100 মিটার দূরে অবস্থিত একটি বিন্দুর অবনতি কোণ 30° হলে, টাওয়ারের উচ্চতা কত?",100/√3 মিটার,50√3 মিটার,200/√3 মিটার,150 মিটার,A,tan 30° = উচ্চতা/100 ⇒ উচ্চতা = 100/√3 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,211,"একটি পাহাড়ের ঢালে 30° কোণে একটি গাছ রয়েছে। পাহাড়ের পাদদেশ থেকে গাছের দূরত্ব 200 মিটার হলে, গাছের উচ্চতা কত?",100 মিটার,200/√3 মিটার,50√3 মিটার,150 মিটার,A,উচ্চতা = 200 × sin30° = 100 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,212,"একটি মই দেয়ালের সাথে 45° কোণ তৈরি করে। যদি মইয়ের পাদদেশ দেয়াল থেকে 4 মিটার দূরে থাকে, তবে মইয়ের দৈর্ঘ্য কত?",4√2 মিটার,8 মিটার,4/√2 মিটার,6 মিটার,A,cos45° = 4/মইয়ের দৈর্ঘ্য ⇒ দৈর্ঘ্য = 4√2 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,213,"একটি টাওয়ারের উচ্চতা 50 মিটার। টাওয়ারের পাদদেশ থেকে একটি বিন্দুতে উন্নতি কোণ 45° হলে, বিন্দু থেকে টাওয়ারের শীর্ষের দূরত্ব কত?",50√2 মিটার,75 মিটার,100 মিটার,25√3 মিটার,A,দূরত্ব = √(50² + 50²) = 50√2 মিটার।,6
উন্নতি কোণ এবং অবনতি কোণ,214,"একটি পাহাড়ের শীর্ষ থেকে নিচের একটি বাড়ির অবনতি কোণ 45° এবং পাহাড়ের উচ্চতা 200 মিটার হলে, বাড়িটি পাহাড়ের পাদদেশ থেকে কত দূরে অবস্থিত?",150 মিটার,200 মিটার,250 মিটার,300 মিটার,B,tan45° = 1 ⇒ দূরত্ব = 200 মিটার।,4
উন্নতি কোণ এবং অবনতি কোণ,215,"একটি উল্লম্ব দণ্ডের ছায়ার দৈর্ঘ্য দণ্ডের উচ্চতার √3 গুণ হলে, সূর্যের উন্নতি কোণ কত?",arctan(1/√3),30°,45°,60°,B,tanθ = 1/√3 ⇒ θ = 30°।,5
উন্নতি কোণ এবং অবনতি কোণ,216,"একটি টাওয়ারের শীর্ষ ও পাদদেশ থেকে একটি বস্তুর উন্নতি ও অবনতি কোণ যথাক্রমে 60° ও 30°। টাওয়ারের উচ্চতা 90 মিটার হলে, বস্তুর উচ্চতা কত?",30 মিটার,45 মিটার,60 মিটার,75 মিটার,A,ত্রিকোণমিতিক সমাধান করে বস্তুর উচ্চতা = 30 মিটার পাওয়া যায়।,7
উন্নতি কোণ এবং অবনতি কোণ,217,"একটি নদীর এক পাড় থেকে অপর পাড়ের একটি গাছের উন্নতি কোণ 30°। নদীর প্রস্থ 150 মিটার হলে, গাছের উচ্চতা কত?",50√3 মিটার,75 মিটার,100√3 মিটার,150 মিটার,A,tan30° = উচ্চতা/150 ⇒ উচ্চতা = 50√3 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,218,"একটি সূর্যোদয়ের সময় একটি খুঁটির ছায়া 10 মিটার লম্বা হয়। খুঁটির উচ্চতা 10/√3 মিটার হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = (10/√3)/10 = 1/√3 ⇒ θ = 30°।,5
উন্নতি কোণ এবং অবনতি কোণ,219,একটি টাওয়ারের উচ্চতা 60 মিটার। টাওয়ারের পাদদেশ থেকে 60 মিটার দূরে অবস্থিত একটি বিন্দু থেকে টাওয়ারের শীর্ষের উন্নতি কোণ কত?,30°,45°,60°,90°,B,tanθ = 60/60 = 1 ⇒ θ = 45°।,4
উন্নতি কোণ এবং অবনতি কোণ,220,একটি পাহাড়ের ঢাল বেয়ে 200 মিটার উঠলে অনুভূমিক দূরত্ব 100√3 মিটার বৃদ্ধি পায়। ঢালের কোণ কত?,30°,45°,60°,90°,A,tanθ = 200/100√3 = 2/√3 ⇒ θ = 30°।,6
উন্নতি কোণ এবং অবনতি কোণ,221,"একটি মিনারের শীর্ষ থেকে 50 মিটার দূরে অবস্থিত একটি বিন্দুর অবনতি কোণ 45° হলে, মিনারের উচ্চতা কত?",25 মিটার,50 মিটার,50√2 মিটার,100 মিটার,B,tan45° = 1 ⇒ উচ্চতা = 50 মিটার।,4
উন্নতি কোণ এবং অবনতি কোণ,222,"একটি উড়ন্ত পাখি থেকে 100 মিটার নিচে অবস্থিত একটি পুকুরের অবনতি কোণ 60° হলে, পাখির উচ্চতা কত?",100√3 মিটার,150 মিটার,200 মিটার,50√3 মিটার,A,tan60° = উচ্চতা/100 ⇒ উচ্চতা = 100√3 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,223,"একটি টাওয়ারের ছায়া ও উচ্চতার অনুপাত √3:1 হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 1/√3 ⇒ θ = 30°।,5
উন্নতি কোণ এবং অবনতি কোণ,224,"একটি পাহাড়ের শীর্ষ থেকে দুটি নৌকার অবনতি কোণ যথাক্রমে 30° ও 45°। পাহাড়ের উচ্চতা 300 মিটার হলে, নৌকা দুটির মধ্যে দূরত্ব কত?",300(√3 - 1) মিটার,200(3 - √3) মিটার,150(2√3 - 1) মিটার,100(3√3 - 2) মিটার,A,দূরত্ব = 300/tan30° - 300/tan45° = 300(√3 - 1) মিটার।,7
উন্নতি কোণ এবং অবনতি কোণ,225,"একটি সিঁড়ি দেয়ালের সাথে 30° কোণ তৈরি করে। সিঁড়ির দৈর্ঘ্য 12 মিটার হলে, দেয়ালে এর শীর্ষবিন্দুর উচ্চতা কত?",6 মিটার,6√3 মিটার,12 মিটার,8 মিটার,A,sin30° = উচ্চতা/12 ⇒ উচ্চতা = 6 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,226,একটি টাওয়ারের উচ্চতা 75 মিটার। টাওয়ারের পাদদেশ থেকে 25√3 মিটার দূরে অবস্থিত একটি বিন্দু থেকে টাওয়ারের শীর্ষের উন্নতি কোণ কত?,30°,45°,60°,90°,C,tanθ = 75/25√3 = √3 ⇒ θ = 60°।,5
উন্নতি কোণ এবং অবনতি কোণ,227,"একটি পাহাড়ের ঢালে 45° কোণে একটি গাছ রয়েছে। পাহাড়ের পাদদেশ থেকে গাছের দূরত্ব 100√2 মিটার হলে, গাছের উচ্চতা কত?",100 মিটার,200 মিটার,150 মিটার,50√2 মিটার,A,উচ্চতা = 100√2 × sin45° = 100 মিটার।,6
উন্নতি কোণ এবং অবনতি কোণ,228,"একটি মই দেয়ালের সাথে 60° কোণ তৈরি করে। যদি মইয়ের দৈর্ঘ্য 8√3 মিটার হয়, তবে মইয়ের পাদদেশ দেয়াল থেকে কত দূরে অবস্থিত?",4√3 মিটার,8 মিটার,12 মিটার,6√3 মিটার,A,cos60° = দূরত্ব/8√3 ⇒ দূরত্ব = 4√3 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,229,"একটি টাওয়ারের উচ্চতা 80 মিটার। টাওয়ারের পাদদেশ থেকে একটি বিন্দুতে উন্নতি কোণ 60° হলে, বিন্দু থেকে টাওয়ারের শীর্ষের দূরত্ব কত?",160/√3 মিটার,80√3 মিটার,160 মিটার,40√3 মিটার,A,দূরত্ব = 80/sin60° = 160/√3 মিটার।,6
উন্নতি কোণ এবং অবনতি কোণ,230,"একটি পাহাড়ের শীর্ষ থেকে নিচের একটি গাড়ির অবনতি কোণ 60° এবং পাহাড়ের উচ্চতা 150√3 মিটার হলে, গাড়িটি পাহাড়ের পাদদেশ থেকে কত দূরে অবস্থিত?",150 মিটার,300 মিটার,450 মিটার,600 মিটার,A,tan60° = √3 = 150√3/দূরত্ব ⇒ দূরত্ব = 150 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,231,"একটি উল্লম্ব দণ্ডের ছায়ার দৈর্ঘ্য দণ্ডের উচ্চতার 1/√3 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,C,tanθ = √3 ⇒ θ = 60°।,5
উন্নতি কোণ এবং অবনতি কোণ,232,"একটি টাওয়ারের শীর্ষ ও পাদদেশ থেকে একটি বস্তুর উন্নতি ও অবনতি কোণ যথাক্রমে 45° ও 30°। টাওয়ারের উচ্চতা 60 মিটার হলে, বস্তুর উচ্চতা কত?",20 মিটার,30 মিটার,40 মিটার,50 মিটার,A,ত্রিকোণমিতিক সমাধান করে বস্তুর উচ্চতা = 20 মিটার পাওয়া যায়।,7
উন্নতি কোণ এবং অবনতি কোণ,233,"একটি নদীর এক পাড় থেকে অপর পাড়ের একটি গাছের উন্নতি কোণ 60°। নদীর প্রস্থ 50√3 মিটার হলে, গাছের উচ্চতা কত?",150 মিটার,100√3 মিটার,200 মিটার,75√3 মিটার,A,tan60° = √3 = উচ্চতা/50√3 ⇒ উচ্চতা = 150 মিটার।,6
উন্নতি কোণ এবং অবনতি কোণ,234,"একটি সূর্যোদয়ের সময় একটি খুঁটির ছায়া 5√3 মিটার লম্বা হয়। খুঁটির উচ্চতা 5 মিটার হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 5/5√3 = 1/√3 ⇒ θ = 30°।,5
উন্নতি কোণ এবং অবনতি কোণ,235,একটি টাওয়ারের উচ্চতা 40√3 মিটার। টাওয়ারের পাদদেশ থেকে 40 মিটার দূরে অবস্থিত একটি বিন্দু থেকে টাওয়ারের শীর্ষের উন্নতি কোণ কত?,30°,45°,60°,90°,C,tanθ = 40√3/40 = √3 ⇒ θ = 60°।,5
উন্নতি কোণ এবং অবনতি কোণ,236,একটি পাহাড়ের ঢাল বেয়ে 100 মিটার উঠলে অনুভূমিক দূরত্ব 50√3 মিটার বৃদ্ধি পায়। ঢালের কোণ কত?,30°,45°,60°,90°,A,tanθ = 100/50√3 = 2/√3 ⇒ θ = 30°।,6
উন্নতি কোণ এবং অবনতি কোণ,237,"একটি মিনারের শীর্ষ থেকে 60 মিটার দূরে অবস্থিত একটি বিন্দুর অবনতি কোণ 30° হলে, মিনারের উচ্চতা কত?",20√3 মিটার,30√3 মিটার,40√3 মিটার,60√3 মিটার,A,tan30° = 1/√3 = উচ্চতা/60 ⇒ উচ্চতা = 20√3 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,238,"একটি উড়ন্ত পাখি থেকে 50√3 মিটার নিচে অবস্থিত একটি পুকুরের অবনতি কোণ 60° হলে, পাখির উচ্চতা কত?",150 মিটার,100√3 মিটার,200 মিটার,75√3 মিটার,A,tan60° = √3 = উচ্চতা/50√3 ⇒ উচ্চতা = 150 মিটার।,6
উন্নতি কোণ এবং অবনতি কোণ,239,"একটি টাওয়ারের ছায়া ও উচ্চতার অনুপাত 1:√3 হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,C,tanθ = √3 ⇒ θ = 60°।,5
উন্নতি কোণ এবং অবনতি কোণ,240,"একটি পাহাড়ের শীর্ষ থেকে দুটি নৌকার অবনতি কোণ যথাক্রমে 45° ও 60°। পাহাড়ের উচ্চতা 300 মিটার হলে, নৌকা দুটির মধ্যে দূরত্ব কত?",300(1 - 1/√3) মিটার,200(√3 - 1) মিটার,150(2 - √3) মিটার,100(3 - √3) মিটার,A,দূরত্ব = 300/tan45° - 300/tan60° = 300(1 - 1/√3) মিটার।,7
উন্নতি কোণ এবং অবনতি কোণ,241,"একটি সিঁড়ি দেয়ালের সাথে 45° কোণ তৈরি করে। সিঁড়ির দৈর্ঘ্য 10√2 মিটার হলে, দেয়ালে এর শীর্ষবিন্দুর উচ্চতা কত?",10 মিটার,15 মিটার,20 মিটার,5√2 মিটার,A,sin45° = উচ্চতা/10√2 ⇒ উচ্চতা = 10 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,242,একটি টাওয়ারের উচ্চতা 90 মিটার। টাওয়ারের পাদদেশ থেকে 30√3 মিটার দূরে অবস্থিত একটি বিন্দু থেকে টাওয়ারের শীর্ষের উন্নতি কোণ কত?,30°,45°,60°,90°,C,tanθ = 90/30√3 = √3 ⇒ θ = 60°।,5
উন্নতি কোণ এবং অবনতি কোণ,243,"একটি পাহাড়ের ঢালে 60° কোণে একটি গাছ রয়েছে। পাহাড়ের পাদদেশ থেকে গাছের দূরত্ব 50 মিটার হলে, গাছের উচ্চতা কত?",25√3 মিটার,50√3/2 মিটার,75 মিটার,100/√3 মিটার,A,উচ্চতা = 50 × sin60° = 25√3 মিটার।,6
উন্নতি কোণ এবং অবনতি কোণ,244,"একটি মই দেয়ালের সাথে 30° কোণ তৈরি করে। যদি মইয়ের দৈর্ঘ্য 12 মিটার হয়, তবে মইয়ের পাদদেশ দেয়াল থেকে কত দূরে অবস্থিত?",6√3 মিটার,8 মিটার,9 মিটার,10 মিটার,A,cos30° = দূরত্ব/12 ⇒ দূরত্ব = 6√3 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,245,"একটি টাওয়ারের উচ্চতা 120 মিটার। টাওয়ারের পাদদেশ থেকে একটি বিন্দুতে উন্নতি কোণ 30° হলে, বিন্দু থেকে টাওয়ারের শীর্ষের দূরত্ব কত?",240 মিটার,120√3 মিটার,240/√3 মিটার,60√3 মিটার,A,দূরত্ব = 120/sin30° = 240 মিটার।,6
উন্নতি কোণ এবং অবনতি কোণ,246,"একটি পাহাড়ের শীর্ষ থেকে নিচের একটি গাড়ির অবনতি কোণ 45° এবং পাহাড়ের উচ্চতা 200 মিটার হলে, গাড়িটি পাহাড়ের পাদদেশ থেকে কত দূরে অবস্থিত?",200 মিটার,200√2 মিটার,400 মিটার,100√3 মিটার,A,tan45° = 1 ⇒ দূরত্ব = 200 মিটার।,5
উন্নতি কোণ এবং অবনতি কোণ,247,"একটি উল্লম্ব দণ্ডের ছায়ার দৈর্ঘ্য দণ্ডের উচ্চতার 2/√3 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = √3/2 ⇒ θ ≈ 30° (প্রায়)।,6
