Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,146,"(0, 0), (10, 0), (10, 6), (0, 6) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",50 বর্গ একক,60 বর্গ একক,70 বর্গ একক,80 বর্গ একক,B,"দৈর্ঘ্য = 10, প্রস্থ = 6, ক্ষেত্রফল = 10 × 6 = 60 বর্গ একক",5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,147,"একটি সমান্তরালিকের ক্ষেত্রফল 96 বর্গ সে.মি., ভূমি 16 সে.মি. হলে উচ্চতা কত?",5 সে.মি.,6 সে.মি.,7 সে.মি.,8 সে.মি.,B,ক্ষেত্রফল = ভূমি × উচ্চতা → 96 = 16 × উচ্চতা → উচ্চতা = 6 সে.মি.,5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,148,একটি বর্গক্ষেত্রের ক্ষেত্রফল 144 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,10 সে.মি.,11 সে.মি.,12 সে.মি.,13 সে.মি.,C,ক্ষেত্রফল = বাহু² → 144 = বাহু² → বাহু = 12 সে.মি.,5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,149,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 10 সে.মি. এবং 18 সে.মি., উচ্চতা 7 সে.মি. হলে ক্ষেত্রফল কত?",98 বর্গ সে.মি.,100 বর্গ সে.মি.,102 বর্গ সে.মি.,104 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (10 + 18) × 7 = 98 বর্গ সে.মি.,5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,150,একটি রম্বসের কর্ণ 12 সে.মি. এবং 16 সে.মি. হলে ক্ষেত্রফল কত?,90 বর্গ সে.মি.,96 বর্গ সে.মি.,100 বর্গ সে.মি.,104 বর্গ সে.মি.,B,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ = (1/2) × 12 × 16 = 96 বর্গ সে.মি.,6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,151,"(0, 0), (7, 0), (7, 7), (0, 7) শীর্ষবিন্দুবিশিষ্ট বর্গক্ষেত্রের ক্ষেত্রফল কত?",42 বর্গ একক,49 বর্গ একক,56 বর্গ একক,63 বর্গ একক,B,"বাহু = 7, ক্ষেত্রফল = 7² = 49 বর্গ একক",6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,152,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 12 সে.মি. এবং 20 সে.মি., উচ্চতা 9 সে.মি. হলে ক্ষেত্রফল কত?",144 বর্গ সে.মি.,148 বর্গ সে.মি.,152 বর্গ সে.মি.,156 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (12 + 20) × 9 = 144 বর্গ সে.মি.,6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,153,"একটি সমান্তরালিকের ক্ষেত্রফল 120 বর্গ সে.মি., ভূমি 15 সে.মি. হলে উচ্চতা কত?",7 সে.মি.,8 সে.মি.,9 সে.মি.,10 সে.মি.,B,ক্ষেত্রফল = ভূমি × উচ্চতা → 120 = 15 × উচ্চতা → উচ্চতা = 8 সে.মি.,6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,154,একটি রম্বসের বাহু 8 সে.মি. এবং একটি কোণ 90° হলে ক্ষেত্রফল কত?,60 বর্গ সে.মি.,64 বর্গ সে.মি.,68 বর্গ সে.মি.,72 বর্গ সে.মি.,B,ক্ষেত্রফল = বাহু² × sin(θ) = 8² × sin(90°) = 64 × 1 = 64 বর্গ সে.মি.,6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,155,"(0, 0), (12, 0), (12, 8), (0, 8) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",90 বর্গ একক,96 বর্গ একক,100 বর্গ একক,104 বর্গ একক,B,"দৈর্ঘ্য = 12, প্রস্থ = 8, ক্ষেত্রফল = 12 × 8 = 96 বর্গ একক",6
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,156,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 14 সে.মি. এবং 22 সে.মি., উচ্চতা 10 সে.মি. হলে ক্ষেত্রফল কত?",180 বর্গ সে.মি.,185 বর্গ সে.মি.,190 বর্গ সে.মি.,195 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (14 + 22) × 10 = 180 বর্গ সে.মি.,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,157,একটি রম্বসের কর্ণ 14 সে.মি. এবং 18 সে.মি. হলে ক্ষেত্রফল কত?,126 বর্গ সে.মি.,130 বর্গ সে.মি.,134 বর্গ সে.মি.,138 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ = (1/2) × 14 × 18 = 126 বর্গ সে.মি.,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,158,"(0, 0), (9, 0), (9, 9), (0, 9) শীর্ষবিন্দুবিশিষ্ট বর্গক্ষেত্রের ক্ষেত্রফল কত?",72 বর্গ একক,81 বর্গ একক,90 বর্গ একক,99 বর্গ একক,B,"বাহু = 9, ক্ষেত্রফল = 9² = 81 বর্গ একক",7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,159,"একটি সমান্তরালিকের ক্ষেত্রফল 150 বর্গ সে.মি., ভূমি 25 সে.মি. হলে উচ্চতা কত?",5 সে.মি.,6 সে.মি.,7 সে.মি.,8 সে.মি.,B,ক্ষেত্রফল = ভূমি × উচ্চতা → 150 = 25 × উচ্চতা → উচ্চতা = 6 সে.মি.,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,160,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 16 সে.মি. এবং 24 সে.মি., উচ্চতা 12 সে.মি. হলে ক্ষেত্রফল কত?",240 বর্গ সে.মি.,245 বর্গ সে.মি.,250 বর্গ সে.মি.,255 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (16 + 24) × 12 = 240 বর্গ সে.মি.,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,161,একটি রম্বসের বাহু 10 সে.মি. এবং একটি কোণ 60° হলে ক্ষেত্রফল কত?,50√3 বর্গ সে.মি.,50 বর্গ সে.মি.,50√2 বর্গ সে.মি.,50/√3 বর্গ সে.মি.,A,ক্ষেত্রফল = বাহু² × sin(θ) = 10² × sin(60°) = 100 × (√3/2) = 50√3 বর্গ সে.মি.,7
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,162,"(0, 0), (15, 0), (15, 10), (0, 10) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",140 বর্গ একক,150 বর্গ একক,160 বর্গ একক,170 বর্গ একক,B,"দৈর্ঘ্য = 15, প্রস্থ = 10, ক্ষেত্রফল = 15 × 10 = 150 বর্গ একক",8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,163,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 18 সে.মি. এবং 26 সে.মি., উচ্চতা 14 সে.মি. হলে ক্ষেত্রফল কত?",308 বর্গ সে.মি.,312 বর্গ সে.মি.,316 বর্গ সে.মি.,320 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (18 + 26) × 14 = 308 বর্গ সে.মি.,8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,164,একটি রম্বসের কর্ণ 16 সে.মি. এবং 20 সে.মি. হলে ক্ষেত্রফল কত?,160 বর্গ সে.মি.,165 বর্গ সে.মি.,170 বর্গ সে.মি.,175 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ = (1/2) × 16 × 20 = 160 বর্গ সে.মি.,8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,165,"(0, 0), (12, 0), (12, 12), (0, 12) শীর্ষবিন্দুবিশিষ্ট বর্গক্ষেত্রের ক্ষেত্রফল কত?",132 বর্গ একক,144 বর্গ একক,156 বর্গ একক,168 বর্গ একক,B,"বাহু = 12, ক্ষেত্রফল = 12² = 144 বর্গ একক",8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,166,"একটি সমান্তরালিকের ক্ষেত্রফল 200 বর্গ সে.মি., ভূমি 20 সে.মি. হলে উচ্চতা কত?",8 সে.মি.,9 সে.মি.,10 সে.মি.,11 সে.মি.,C,ক্ষেত্রফল = ভূমি × উচ্চতা → 200 = 20 × উচ্চতা → উচ্চতা = 10 সে.মি.,8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,167,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 20 সে.মি. এবং 28 সে.মি., উচ্চতা 15 সে.মি. হলে ক্ষেত্রফল কত?",360 বর্গ সে.মি.,365 বর্গ সে.মি.,370 বর্গ সে.মি.,375 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (20 + 28) × 15 = 360 বর্গ সে.মি.,8
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,168,একটি রম্বসের বাহু 12 সে.মি. এবং একটি কোণ 120° হলে ক্ষেত্রফল কত?,72√3 বর্গ সে.মি.,72 বর্গ সে.মি.,72√2 বর্গ সে.মি.,72/√3 বর্গ সে.মি.,A,ক্ষেত্রফল = বাহু² × sin(θ) = 12² × sin(120°) = 144 × (√3/2) = 72√3 বর্গ সে.মি.,9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,169,"(0, 0), (18, 0), (18, 12), (0, 12) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",200 বর্গ একক,210 বর্গ একক,216 বর্গ একক,220 বর্গ একক,C,"দৈর্ঘ্য = 18, প্রস্থ = 12, ক্ষেত্রফল = 18 × 12 = 216 বর্গ একক",9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,170,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 22 সে.মি. এবং 30 সে.মি., উচ্চতা 16 সে.মি. হলে ক্ষেত্রফল কত?",416 বর্গ সে.মি.,420 বর্গ সে.মি.,424 বর্গ সে.মি.,428 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (22 + 30) × 16 = 416 বর্গ সে.মি.,9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,171,একটি রম্বসের কর্ণ 18 সে.মি. এবং 24 সে.মি. হলে ক্ষেত্রফল কত?,216 বর্গ সে.মি.,220 বর্গ সে.মি.,224 বর্গ সে.মি.,228 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ = (1/2) × 18 × 24 = 216 বর্গ সে.মি.,9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,172,"(0, 0), (15, 0), (15, 15), (0, 15) শীর্ষবিন্দুবিশিষ্ট বর্গক্ষেত্রের ক্ষেত্রফল কত?",200 বর্গ একক,210 বর্গ একক,225 বর্গ একক,240 বর্গ একক,C,"বাহু = 15, ক্ষেত্রফল = 15² = 225 বর্গ একক",9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,173,"একটি সমান্তরালিকের ক্ষেত্রফল 240 বর্গ সে.মি., ভূমি 30 সে.মি. হলে উচ্চতা কত?",7 সে.মি.,8 সে.মি.,9 সে.মি.,10 সে.মি.,B,ক্ষেত্রফল = ভূমি × উচ্চতা → 240 = 30 × উচ্চতা → উচ্চতা = 8 সে.মি.,9
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,174,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 24 সে.মি. এবং 32 সে.মি., উচ্চতা 18 সে.মি. হলে ক্ষেত্রফল কত?",504 বর্গ সে.মি.,508 বর্গ সে.মি.,512 বর্গ সে.মি.,516 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (24 + 32) × 18 = 504 বর্গ সে.মি.,10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,175,একটি রম্বসের বাহু 15 সে.মি. এবং একটি কোণ 90° হলে ক্ষেত্রফল কত?,210 বর্গ সে.মি.,215 বর্গ সে.মি.,220 বর্গ সে.মি.,225 বর্গ সে.মি.,D,ক্ষেত্রফল = বাহু² × sin(θ) = 15² × sin(90°) = 225 × 1 = 225 বর্গ সে.মি.,10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,176,"(0, 0), (20, 0), (20, 15), (0, 15) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",290 বর্গ একক,300 বর্গ একক,310 বর্গ একক,320 বর্গ একক,B,"দৈর্ঘ্য = 20, প্রস্থ = 15, ক্ষেত্রফল = 20 × 15 = 300 বর্গ একক",10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,177,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 26 সে.মি. এবং 34 সে.মি., উচ্চতা 20 সে.মি. হলে ক্ষেত্রফল কত?",600 বর্গ সে.মি.,610 বর্গ সে.মি.,620 বর্গ সে.মি.,630 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (26 + 34) × 20 = 600 বর্গ সে.মি.,10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,178,একটি রম্বসের কর্ণ 20 সে.মি. এবং 30 সে.মি. হলে ক্ষেত্রফল কত?,300 বর্গ সে.মি.,310 বর্গ সে.মি.,320 বর্গ সে.মি.,330 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ = (1/2) × 20 × 30 = 300 বর্গ সে.মি.,10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,179,"(0, 0), (18, 0), (18, 18), (0, 18) শীর্ষবিন্দুবিশিষ্ট বর্গক্ষেত্রের ক্ষেত্রফল কত?",300 বর্গ একক,324 বর্গ একক,348 বর্গ একক,360 বর্গ একক,B,"বাহু = 18, ক্ষেত্রফল = 18² = 324 বর্গ একক",10
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,180,y = 3x + 2 সমীকরণের ঢাল কত?,2,3,1,4,B,রেখার সমীকরণ y = mx + c হলে ঢাল m = 3,1
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,181,2x - y + 5 = 0 সমীকরণের ঢাল কত?,1,2,-1,-2,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: y = 2x + 5, ঢাল = 2",1
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,182,x-অক্ষের সমান্তরাল রেখার ঢাল কী?,0,1,অসংজ্ঞায়িত,2,A,x-অক্ষের সমান্তরাল রেখার ঢাল 0,1
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,183,y-অক্ষের সমান্তরাল রেখার ঢাল কী?,0,1,অসংজ্ঞায়িত,2,C,y-অক্ষের সমান্তরাল রেখার ঢাল অসংজ্ঞায়িত,1
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,184,y = -x + 4 সমীকরণের ঢাল কত?,1,-1,0,2,B,রেখার সমীকরণ y = mx + c হলে ঢাল m = -1,1
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,185,3x + 2y - 6 = 0 সমীকরণের ঢাল কত?,3/2,-3/2,2/3,-2/3,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 2y = -3x + 6 → y = (-3/2)x + 3, ঢাল = -3/2",1
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,186,"(2, 3) এবং (4, 7) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,2,3,4,B,ঢাল m = (y₂ - y₁)/(x₂ - x₁) = (7 - 3)/(4 - 2) = 4/2 = 2,2
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,187,"(1, 2) এবং (5, -2) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (-2 - 2)/(5 - 1) = -4/4 = -1,2
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,188,x + 3y - 9 = 0 সমীকরণের ঢাল কত?,1/3,-1/3,3,-3,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 3y = -x + 9 → y = (-1/3)x + 3, ঢাল = -1/3",2
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,189,"(-3, 4) এবং (1, -2) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",3/2,-3/2,2/3,-2/3,B,ঢাল m = (-2 - 4)/(1 - (-3)) = -6/4 = -3/2,2
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,190,y = 5 সমীকরণের ঢাল কত?,0,1,অসংজ্ঞায়িত,2,A,"এটি x-অক্ষের সমান্তরাল রেখা, ঢাল = 0",2
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,191,x = -2 সমীকরণের ঢাল কত?,0,1,অসংজ্ঞায়িত,2,C,"এটি y-অক্ষের সমান্তরাল রেখা, ঢাল অসংজ্ঞায়িত",2
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,192,"(0, 0) এবং (4, 8) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,2,3,4,B,ঢাল m = (8 - 0)/(4 - 0) = 8/4 = 2,3
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,193,4x - 3y + 12 = 0 সমীকরণের ঢাল কত?,4/3,-4/3,3/4,-3/4,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 3y = 4x + 12 → y = (4/3)x + 4, ঢাল = 4/3",3
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,194,"(-2, 5) এবং (3, -5) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,1,-1,B,ঢাল m = (-5 - 5)/(3 - (-2)) = -10/5 = -2,3
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,195,y = -2x - 3 সমীকরণের ঢাল কত?,2,-2,1,-1,B,রেখার সমীকরণ y = mx + c হলে ঢাল m = -2,3
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,196,"(5, 1) এবং (1, 5) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (5 - 1)/(1 - 5) = 4/-4 = -1,3
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,197,2x + 5y - 10 = 0 সমীকরণের ঢাল কত?,2/5,-2/5,5/2,-5/2,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 5y = -2x + 10 → y = (-2/5)x + 2, ঢাল = -2/5",3
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,198,"(3, -2) এবং (-1, 6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,1,-1,B,ঢাল m = (6 - (-2))/(-1 - 3) = 8/-4 = -2,4
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,199,5x - 2y + 8 = 0 সমীকরণের ঢাল কত?,5/2,-5/2,2/5,-2/5,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 2y = 5x + 8 → y = (5/2)x + 4, ঢাল = 5/2",4
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,200,"(0, 4) এবং (4, 0) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (0 - 4)/(4 - 0) = -4/4 = -1,4
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,201,y = 4x - 7 সমীকরণের ঢাল কত?,4,-4,2,-2,A,রেখার সমীকরণ y = mx + c হলে ঢাল m = 4,4
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,202,"(-4, 3) এবং (2, -3) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (-3 - 3)/(2 - (-4)) = -6/6 = -1,4
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,203,3x + 4y + 12 = 0 সমীকরণের ঢাল কত?,3/4,-3/4,4/3,-4/3,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 4y = -3x - 12 → y = (-3/4)x - 3, ঢাল = -3/4",4
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,204,"(2, -1) এবং (-2, 7) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,1,-1,B,ঢাল m = (7 - (-1))/(-2 - 2) = 8/-4 = -2,5
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,205,7x - 3y + 21 = 0 সমীকরণের ঢাল কত?,7/3,-7/3,3/7,-3/7,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 3y = 7x + 21 → y = (7/3)x + 7, ঢাল = 7/3",5
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,206,y = -3x + 5 সমীকরণের ঢাল কত?,3,-3,1,-1,B,রেখার সমীকরণ y = mx + c হলে ঢাল m = -3,5
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,207,"(5, 2) এবং (-1, -4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,A,ঢাল m = (-4 - 2)/(-1 - 5) = -6/-6 = 1,5
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,208,2x + 7y - 14 = 0 সমীকরণের ঢাল কত?,2/7,-2/7,7/2,-7/2,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 7y = -2x + 14 → y = (-2/7)x + 2, ঢাল = -2/7",5
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,209,"(-3, -2) এবং (3, 4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,2,3,4,A,ঢাল m = (4 - (-2))/(3 - (-3)) = 6/6 = 1,5
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,210,"(4, -3) এবং (-2, 9) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,3/2,-3/2,B,ঢাল m = (9 - (-3))/(-2 - 4) = 12/-6 = -2,6
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,211,5x + 4y - 20 = 0 সমীকরণের ঢাল কত?,5/4,-5/4,4/5,-4/5,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 4y = -5x + 20 → y = (-5/4)x + 5, ঢাল = -5/4",6
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,212,y = 5x - 2 সমীকরণের ঢাল কত?,5,-5,2,-2,A,রেখার সমীকরণ y = mx + c হলে ঢাল m = 5,6
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,213,"(-1, 6) এবং (4, -4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,1,-1,B,ঢাল m = (-4 - 6)/(4 - (-1)) = -10/5 = -2,6
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,214,3x - 5y + 15 = 0 সমীকরণের ঢাল কত?,3/5,-3/5,5/3,-5/3,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 5y = 3x + 15 → y = (3/5)x + 3, ঢাল = 3/5",6
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,215,"(0, -3) এবং (6, 9) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,2,3,4,B,ঢাল m = (9 - (-3))/(6 - 0) = 12/6 = 2,6
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,216,"(5, -4) এবং (-3, 4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (4 - (-4))/(-3 - 5) = 8/-8 = -1,7
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,217,6x + 7y - 42 = 0 সমীকরণের ঢাল কত?,6/7,-6/7,7/6,-7/6,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 7y = -6x + 42 → y = (-6/7)x + 6, ঢাল = -6/7",7
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,218,y = -4x + 8 সমীকরণের ঢাল কত?,4,-4,2,-2,B,রেখার সমীকরণ y = mx + c হলে ঢাল m = -4,7
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,219,"(-2, -5) এবং (3, 10) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,3,4,5,B,ঢাল m = (10 - (-5))/(3 - (-2)) = 15/5 = 3,7
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,220,4x - 6y + 24 = 0 সমীকরণের ঢাল কত?,2/3,-2/3,3/2,-3/2,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 6y = 4x + 24 → y = (4/6)x + 4 → y = (2/3)x + 4, ঢাল = 2/3",7
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,221,"(6, 2) এবং (-2, -6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,2,3,4,A,ঢাল m = (-6 - 2)/(-2 - 6) = -8/-8 = 1,7
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,222,"(3, 5) এবং (-3, -7) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,3,4,5,A,ঢাল m = (-7 - 5)/(-3 - 3) = -12/-6 = 2,8
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,223,8x + 3y - 24 = 0 সমীকরণের ঢাল কত?,8/3,-8/3,3/8,-3/8,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 3y = -8x + 24 → y = (-8/3)x + 8, ঢাল = -8/3",8
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,224,y = 6x - 9 সমীকরণের ঢাল কত?,6,-6,3,-3,A,রেখার সমীকরণ y = mx + c হলে ঢাল m = 6,8
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,225,"(-4, 7) এবং (2, -5) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,3,-3,B,ঢাল m = (-5 - 7)/(2 - (-4)) = -12/6 = -2,8
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,226,5x - 7y + 35 = 0 সমীকরণের ঢাল কত?,5/7,-5/7,7/5,-7/5,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 7y = 5x + 35 → y = (5/7)x + 5, ঢাল = 5/7",8
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,227,"(0, 8) এবং (6, -4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,1,-1,B,ঢাল m = (-4 - 8)/(6 - 0) = -12/6 = -2,8
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,228,"(7, -2) এবং (-1, 6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (6 - (-2))/(-1 - 7) = 8/-8 = -1,9
